Brand,Model,Length,Width,Thickness,Volume,Image URL,Total Length (inches)
js-surfboards,JS Black Baron,5’5” , 19.75” ,  2.31” ,27.5,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,65.0
js-surfboards,JS Black Baron,"5’10"" ",  20.75” , 2.63” ,35.4,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,70.0
js-surfboards,JS Black Baron,"5’4"" ", 19.625” ,  2.25” ,26.3,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,64.0
js-surfboards,JS Black Baron,"6’0"" ", 21.00” , 2.75” ,38.6,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,72.0
js-surfboards,JS Black Baron,"6’1"" ", 21.25” , 2.81” ,40.5,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,73.0
js-surfboards,JS Black Baron,6’4” , 22.00” , 3.00” ,46.2,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,76.0
js-surfboards,JS Black Baron,"5’6"" ", 20.00” , 2.375” ,29.0,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,66.0
js-surfboards,JS Black Baron,"5’8"" ", 20.25” ," 2.50 "" ",31.7,https://cdn.shopify.com/s/files/1/2062/5873/files/BlackBaron2.0.jpg?242,68.0
js-surfboards,JS Black Baron 2.1,"5'5"" "," 19.00"" "," 2.44"" ",25.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Black_baron_2.1.png?v=1689774308,65.0
js-surfboards,JS Black Baron 2.1,"5'7"" "," 19.25"" "," 2.56"" ",28.1,https://cdn.shopify.com/s/files/1/2062/5873/files/Black_baron_2.1.png?v=1689774308,67.0
js-surfboards,JS Black Baron 2.1,"5'4"" "," 18.88"" "," 2.38"" ",24.5,https://cdn.shopify.com/s/files/1/2062/5873/files/Black_baron_2.1.png?v=1689774308,64.0
js-surfboards,JS Black Baron 2.1,"5'11"" "," 20.00"" "," 2.81"" ",34.2,https://cdn.shopify.com/s/files/1/2062/5873/files/Black_baron_2.1.png?v=1689774308,71.0
js-surfboards,JS Black Baron 2.1,"6'1"" "," 20.75"" "," 2.94"" ",38.3,https://cdn.shopify.com/s/files/1/2062/5873/files/Black_baron_2.1.png?v=1689774308,73.0
js-surfboards,JS Black Baron 2.1,"6'4"" "," 22.00"" "," 3.13"" ",44.8,https://cdn.shopify.com/s/files/1/2062/5873/files/Black_baron_2.1.png?v=1689774308,76.0
